MessageType,Seconds,Nanoseconds,r,theta,color,Latitude,Longitude,Orientation.x,Orientation.y,Orientation.z,Orientation.w,LinearAccel.x,LinearAccel.y,LinearAccel.z,Steering,LeftFrontSpeed,LeftBackSpeed,RightFrontSpeed,RightBackSpeed
Cones,24,810000000,3.5718951381515414,-0.5599811055972728,0.0,,,,,,,,,,,,,,
Cones,24,810000000,3.871639737724024,-0.5130412977177007,0.0,,,,,,,,,,,,,,
Cones,24,810000000,3.99043773656244,0.7296721708638157,0.0,,,,,,,,,,,,,,
Cones,24,810000000,4.295747637291778,0.6691812592607753,0.0,,,,,,,,,,,,,,
Imu,24,810000000,,,,,,-4.85854577233677e-08,2.883682996502705e-07,-4.474816596287833e-12,0.9999999999999571,-0.0779489195022012,-0.1511785630215039,9.828999825502864,,,,,
Imu,24,811000000,,,,,,-4.858543484208272e-08,2.883683078751924e-07,-4.4207485053678336e-12,0.9999999999999571,-0.0673785497313435,0.0645410347521284,9.744985450969711,,,,,
WheelSpeeds,24,811000000,,,,,,,,,,,,,0.0,998.0479736328124,-0.357909619808197,998.8721313476562,0.7394542694091797
Imu,24,812000000,,,,,,-4.85854507702628e-08,2.88368293854542e-07,-4.4747112783183376e-12,0.9999999999999571,-0.0579452217617911,0.0363037604585264,9.816583692847622,,,,,
Imu,24,813000000,,,,,,-4.858542788442372e-08,2.883683020915508e-07,-4.420598745076347e-12,0.9999999999999571,0.0356830606572515,-0.23210849371988,9.81935029430112,,,,,
Imu,24,814000000,,,,,,-4.8585443815643e-08,2.88368288069419e-07,-4.4747036241812434e-12,0.9999999999999571,0.1134018772884667,0.0045323201830213,9.88313790819849,,,,,
Imu,24,815000000,,,,,,-4.8585420929196886e-08,2.883682962948885e-07,-4.420641722803079e-12,0.9999999999999571,0.0143449383916654,-0.0610267452287555,9.724633249874945,,,,,
Imu,24,816000000,,,,,,-4.8585436867291283e-08,2.883682822796131e-07,-4.474685862940183e-12,0.9999999999999571,-0.0649702688235775,0.0396067129608892,9.80736908080232,,,,,
WheelSpeeds,24,816000000,,,,,,,,,,,,,0.0,1000.2681274414062,0.3558257222175598,997.341552734375,1.6149687767028809
Imu,24,818000000,,,,,,-4.858542994568487e-08,2.8836827648833337e-07,-4.4746694556486694e-12,0.9999999999999571,-0.0459513899461661,0.0192979013919615,9.73582011236472,,,,,
Imu,24,819000000,,,,,,-4.8585407072726516e-08,2.883682847132446e-07,-4.4206537095192796e-12,0.9999999999999571,-0.0446742495146726,-0.0227181018896276,9.70537535396388,,,,,
Imu,24,820000000,,,,,,-4.858542300055096e-08,2.883682706986747e-07,-4.474716083862317e-12,0.9999999999999571,-0.0193291117969185,-0.0979445748350275,9.843144668911258,,,,,
Imu,24,821000000,,,,,,-4.858540012046021e-08,2.883682789300535e-07,-4.420627616935878e-12,0.9999999999999571,0.0610965046764353,0.1144336655474362,9.769570002418517,,,,,
WheelSpeeds,24,821000000,,,,,,,,,,,,,0.0,997.3699951171876,0.1237790435552597,997.4511108398438,-1.287362813949585
Imu,24,822000000,,,,,,-4.85854160672886e-08,2.88368264914596e-07,-4.4747247161463535e-12,0.9999999999999571,-0.0803703663648492,0.1085184999239658,9.693979322814704,,,,,
Imu,24,823000000,,,,,,-4.858539317739329e-08,2.883682731400896e-07,-4.420632883712373e-12,0.9999999999999571,-0.02223287570879,0.0403364825191779,9.730000745746436,,,,,
Imu,24,824000000,,,,,,-4.8585409116780276e-08,2.883682591314193e-07,-4.474677778072702e-12,0.9999999999999571,0.0760794828366858,0.0438798455090717,9.772102324071971,,,,,
Imu,24,825000000,,,,,,0.0,0.0,0.0,1.0,-0.1246891977291913,0.0950596272769872,9.916074618995784,,,,,
Imu,24,826000000,,,,,,0.0,0.0,0.0,1.0,-0.0119508128869561,0.0327963707201636,9.797214835909086,,,,,
WheelSpeeds,24,826000000,,,,,,,,,,,,,0.0,1000.96044921875,0.2891802489757538,999.9049072265624,-0.5806053280830383
Imu,24,827000000,,,,,,-4.85853792741146e-08,2.88368261573864e-07,-4.420684097892304e-12,0.9999999999999571,0.1082877397047205,-0.0289046983371516,9.70036768136615,,,,,
Imu,24,828000000,,,,,,-4.8585395201232044e-08,2.883682475590124e-07,-4.474854406214577e-12,0.9999999999999571,-0.0855315745668079,0.03662288280294,9.76650596670794,,,,,
Imu,24,829000000,,,,,,-4.8585372313260194e-08,2.883682557911956e-07,-4.420729249284108e-12,0.9999999999999571,-0.0748709546873616,-0.1055614402194756,9.823750376392644,,,,,
Imu,24,830000000,,,,,,-4.858538823751206e-08,2.883682417822593e-07,-4.474712879563203e-12,0.9999999999999571,0.1271284050621157,0.009307181950227,9.899587078068702,,,,,
Imu,24,831000000,,,,,,-4.8585365352536617e-08,2.883682500141173e-07,-4.420590212323776e-12,0.9999999999999571,0.0810933818172377,-0.0438770495028824,9.848169192007058,,,,,
WheelSpeeds,24,831000000,,,,,,,,,,,,,0.0,998.2479858398438,-0.5588598847389221,998.087646484375,-0.1296832859516143
Imu,24,832000000,,,,,,-4.8585381267543026e-08,2.883682359913785e-07,-4.474688844600268e-12,0.9999999999999571,-0.0907018508933218,-0.0976207298846145,9.84399833942852,,,,,
Imu,24,833000000,,,,,,-4.858535836876615e-08,2.8836824422342264e-07,-4.420737952127197e-12,0.9999999999999571,0.0681060058550464,-0.1460225057598018,9.923634456314025,,,,,
Imu,24,834000000,,,,,,-4.858537431104352e-08,2.883682302228421e-07,-4.4747754901093415e-12,0.9999999999999571,-0.0056992590230059,0.0694128580239722,9.818718344044465,,,,,
Imu,24,835000000,,,,,,-4.8585351430322275e-08,2.88368238453732e-07,-4.420673457640984e-12,0.9999999999999571,-0.0212131287871233,-0.0181219345003558,9.892922577064738,,,,,
Imu,24,836000000,,,,,,-4.8585367362041776e-08,2.883682244394477e-07,-4.4748372257288406e-12,0.9999999999999571,0.0050169303096201,0.0530840992516982,9.721430713724196,,,,,
WheelSpeeds,24,836000000,,,,,,,,,,,,,0.0,999.70166015625,0.3025996685028076,997.9505004882812,-0.6772855520248413
Imu,24,838000000,,,,,,-4.8585360383134056e-08,2.883682186448676e-07,-4.4748645197923225e-12,0.9999999999999571,-0.0095020170260825,-0.0434014492865329,9.874582648228936,,,,,
Imu,24,839000000,,,,,,-4.858533747722435e-08,2.883682268846405e-07,-4.420728170277902e-12,0.9999999999999571,-0.0125658141941836,-0.0503977819337928,9.815150806821826,,,,,
Imu,24,840000000,,,,,,-4.8585353403549675e-08,2.88368212875712e-07,-4.474742884287642e-12,0.9999999999999571,-0.0611353552881724,0.0529597527503569,9.710836316206798,,,,,
Imu,24,841000000,,,,,,-4.8585330503539336e-08,2.883682211081325e-07,-4.420690031797606e-12,0.9999999999999571,0.0369327283027114,-0.0570572615286644,9.685920826693753,,,,,
WheelSpeeds,24,841000000,,,,,,,,,,,,,0.0,998.0592651367188,-0.0445613637566566,1000.0923461914062,-1.157625436782837
Imu,24,842000000,,,,,,-4.8585346439386125e-08,2.883682070938604e-07,-4.47485429343008e-12,0.9999999999999571,0.0062617678537678,0.0985330325485514,9.804098562365954,,,,,
Imu,24,843000000,,,,,,-4.858532354315175e-08,2.883682153257543e-07,-4.420721015463099e-12,0.9999999999999571,0.2227624485164679,0.0091370062651253,9.645865352671285,,,,,
Imu,24,844000000,,,,,,-4.8585339465429464e-08,2.883682013117188e-07,-4.474881594664412e-12,0.9999999999999571,0.0749148850076052,0.0462921051445656,9.717446300633908,,,,,
Imu,24,845000000,,,,,,-4.858531656706776e-08,2.8836820955601905e-07,-4.4208021722305415e-12,0.9999999999999571,0.0529764975209405,0.0419723274101954,9.7593391185711,,,,,
Imu,24,846000000,,,,,,-4.8585332496206215e-08,2.883681955419516e-07,-4.474826306680829e-12,0.9999999999999571,0.1308832262583563,-0.118181374781282,9.678131538655986,,,,,
WheelSpeeds,24,846000000,,,,,,,,,,,,,0.0,998.58203125,0.083156943321228,1000.1651611328124,-0.8530323505401611
Imu,24,847000000,,,,,,0.0,0.0,0.0,1.0,0.0892440024409189,-0.094579707824916,9.858104934121984,,,,,
Imu,24,848000000,,,,,,-4.858532552965495e-08,2.88368189766478e-07,-4.474784601931071e-12,0.9999999999999571,0.0173880197590824,-0.0776656747749626,9.801037097570765,,,,,
Cones,24,850000000,13.102081309996032,0.2275895413762449,2.0,,,,,,,,,,,,,,
Cones,24,850000000,9.476085801033914,0.3356913159965007,2.0,,,,,,,,,,,,,,
Cones,24,850000000,6.602479102841193,0.4271844064430971,2.0,,,,,,,,,,,,,,
Cones,24,850000000,2.2047363494734857,1.4643240308163346,2.0,,,,,,,,,,,,,,
Cones,24,850000000,13.039172184829637,-0.1469891291511911,1.0,,,,,,,,,,,,,,
Cones,24,850000000,9.190449077016345,-0.1965106106093077,1.0,,,,,,,,,,,,,,
Cones,24,850000000,6.304893751211882,-0.302074852647871,1.0,,,,,,,,,,,,,,
Cones,24,850000000,2.791138927703794,-1.290843558312646,1.0,,,,,,,,,,,,,,
Cones,24,850000000,3.5732844545959708,-0.5726027186549265,0.0,,,,,,,,,,,,,,
Cones,24,850000000,3.863558715479034,-0.517899932737302,0.0,,,,,,,,,,,,,,
Cones,24,850000000,4.010523266966427,0.736421089317951,0.0,,,,,,,,,,,,,,
Cones,24,850000000,4.397081030136421,0.6638125465110188,0.0,,,,,,,,,,,,,,
Imu,24,850000000,,,,,,0.0,0.0,0.0,1.0,-0.122191910722689,0.1297998763554439,9.862569882128271,,,,,
Imu,24,851000000,,,,,,0.0,0.0,0.0,1.0,-0.0259525084326172,0.0283042893119729,9.749159559788216,,,,,
WheelSpeeds,24,851000000,,,,,,,,,,,,,0.0,998.45751953125,-0.6884886622428894,997.95703125,0.0170028768479824
Imu,24,852000000,,,,,,0.0,0.0,0.0,1.0,0.0689307985855656,0.007405864214423,9.8128758908613,,,,,
Imu,24,853000000,,,,,,-4.8585288688134953e-08,2.883681864414306e-07,-4.420765694650408e-12,0.9999999999999571,-0.0310856475880502,0.0394957701756326,9.7129693252418,,,,,
Imu,24,854000000,,,,,,-4.8585304616151624e-08,2.883681724276693e-07,-4.474798631244552e-12,0.9999999999999571,-0.03210228919136,0.0684809767685617,9.856096378024278,,,,,
Imu,24,855000000,,,,,,-4.8585281720809244e-08,2.8836818066636426e-07,-4.420742674562635e-12,0.9999999999999571,-0.0571931880993573,0.1436390048888728,9.72955796094744,,,,,
Imu,24,856000000,,,,,,-4.8585297632562524e-08,2.883681666512154e-07,-4.4747667093415256e-12,0.9999999999999571,9.483765176873102e-06,0.1709720724877516,9.844356369089844,,,,,
WheelSpeeds,24,856000000,,,,,,,,,,,,,0.0,1000.2804565429688,-1.5870726108551023,1000.6101684570312,1.171334147453308
Imu,24,857000000,,,,,,-4.8585274746741675e-08,2.8836817488322405e-07,-4.420712936755928e-12,0.9999999999999571,0.1147538053792526,-0.060435475996515,9.85391635213881,,,,,
Imu,24,858000000,,,,,,-4.8585290669317025e-08,2.883681608751364e-07,-4.4748252380555656e-12,0.9999999999999571,-0.0667105131990162,0.0202112272462128,9.775305730992216,,,,,
Imu,24,859000000,,,,,,-4.858526777723632e-08,2.8836816910804785e-07,-4.420779233525688e-12,0.9999999999999571,-0.1717938144884408,0.0141161330073934,9.707438218247429,,,,,
Imu,24,860000000,,,,,,-4.858528370606717e-08,2.883681550942255e-07,-4.474811535447675e-12,0.9999999999999571,-0.0080958619319459,-0.1024707902130487,9.695811910250308,,,,,
Imu,24,861000000,,,,,,-4.858526080909402e-08,2.8836816333289484e-07,-4.420755704396535e-12,0.9999999999999571,0.0272062206685937,0.0834839474450522,9.82918664295099,,,,,
WheelSpeeds,24,861000000,,,,,,,,,,,,,0.0,997.1539916992188,0.2743692994117737,997.2145385742188,0.5008363127708435
Imu,24,862000000,,,,,,0.0,0.0,0.0,1.0,0.0140635760597836,0.1616126076677215,9.766468747706242,,,,,
Imu,24,863000000,,,,,,-4.8585253838767096e-08,2.883681575636973e-07,-4.420728959271007e-12,0.9999999999999571,-0.0314930310398686,0.1393352902263904,9.778199416036475,,,,,
Imu,24,864000000,,,,,,-4.858526976265739e-08,2.883681435502568e-07,-4.474745953785981e-12,0.9999999999999571,0.0038931486107527,0.1114362604825862,9.853832412517924,,,,,
Imu,24,865000000,,,,,,-4.858524685966255e-08,2.883681517952496e-07,-4.420692575148165e-12,0.9999999999999571,-0.0272061956128199,-0.001480645109061,9.992327571703427,,,,,
Imu,24,866000000,,,,,,-4.8585262781127814e-08,2.883681377873489e-07,-4.47480453510268e-12,0.9999999999999571,-0.0265719011056901,0.1400308672749035,9.819080098659494,,,,,
WheelSpeeds,24,866000000,,,,,,,,,,,,,0.0,1001.1622924804688,-0.0020666308701038,998.4241943359376,-0.5921574234962463
Imu,24,867000000,,,,,,-4.8585239878408816e-08,2.883681460124882e-07,-4.420768484090425e-12,0.9999999999999571,-0.0251467463760503,-0.1374404008654296,9.692552750158104,,,,,
Imu,24,868000000,,,,,,-4.858525580564225e-08,2.883681319990064e-07,-4.474717907887218e-12,0.9999999999999571,-0.1885804347829268,0.0329420495886821,9.715485352937533,,,,,
Imu,24,869000000,,,,,,0.0,0.0,0.0,1.0,-0.0862009482335278,0.0021742814590431,9.67292866947535,,,,,
Imu,24,871000000,,,,,,-4.858522588489896e-08,2.8836813447108e-07,-4.4207685681551406e-12,0.9999999999999571,-0.0338081782895968,-0.1215138594123751,9.737471855659178,,,,,
WheelSpeeds,24,871000000,,,,,,,,,,,,,0.0,997.89990234375,0.7250109314918518,996.5106201171876,0.4971135556697845
Imu,24,872000000,,,,,,-4.858524182293586e-08,2.8836812046346106e-07,-4.4747466281043904e-12,0.9999999999999571,0.0113328021737146,-0.090082008009113,9.704749783214735,,,,,
Imu,24,873000000,,,,,,0.0,0.0,0.0,1.0,-0.0426492882826186,0.0915836471971754,9.881126898880815,,,,,
Imu,24,874000000,,,,,,0.0,0.0,0.0,1.0,-0.0550040616157108,0.0236995224620394,9.838192600952622,,,,,
Imu,24,875000000,,,,,,0.0,0.0,0.0,1.0,-0.06553876048249,0.053678286942409,9.933215466064672,,,,,
Imu,24,876000000,,,,,,0.0,0.0,0.0,1.0,-0.0410393814129052,0.0542450840275331,9.921824878782468,,,,,
WheelSpeeds,24,876000000,,,,,,,,,,,,,0.0,998.8020629882812,-0.4026651084423065,1000.831787109375,0.1974560767412185
Imu,24,877000000,,,,,,-4.8585204987092274e-08,2.8836811714643895e-07,-4.420671887549628e-12,0.9999999999999571,-0.015633346375337,0.0761454805240329,9.859774421863628,,,,,
Imu,24,878000000,,,,,,0.0,0.0,0.0,1.0,-0.0011551320505174,0.0298619496677762,9.921052228746031,,,,,
Imu,24,879000000,,,,,,-4.8585198030127696e-08,2.883681113859413e-07,-4.420726688701355e-12,0.9999999999999571,0.0319401155702411,0.020116813692426,9.874275975444686,,,,,
Imu,24,880000000,,,,,,-4.858521395716332e-08,2.883680973730076e-07,-4.474758509155507e-12,0.9999999999999571,0.1120586114100145,0.1302177374710217,9.7071898825055,,,,,
Imu,24,881000000,,,,,,0.0,0.0,0.0,1.0,-0.0359702819844925,0.1063156366791087,9.786670224204354,,,,,
WheelSpeeds,24,881000000,,,,,,,,,,,,,0.0,1000.4506225585938,1.1503177881240845,998.9259033203124,0.0815680176019668
Imu,24,882000000,,,,,,0.0,0.0,0.0,1.0,0.08108063777049,0.0113776861077126,9.821804420042085,,,,,
Imu,24,883000000,,,,,,-4.85851841076732e-08,2.883680998312527e-07,-4.420648178399321e-12,0.9999999999999571,0.114497027576058,0.0077548179638618,9.766003879507664,,,,,
Imu,24,884000000,,,,,,0.0,0.0,0.0,1.0,0.01266349257615,0.0305712363593302,9.897387724191583,,,,,
Imu,24,885000000,,,,,,0.0,0.0,0.0,1.0,-0.024792244916676,-0.0479395405609363,9.832293004104004,,,,,
Imu,24,886000000,,,,,,-4.8585193065282364e-08,2.883680800571676e-07,-4.474893489865487e-12,0.9999999999999571,-0.0771526877143818,-0.1263428645870859,9.818347237015304,,,,,
WheelSpeeds,24,886000000,,,,,,,,,,,,,0.0,998.62646484375,-0.345766007900238,999.245361328125,0.2180386781692505
Imu,24,887000000,,,,,,0.0,0.0,0.0,1.0,0.1350173147410587,0.00405155640068,9.831241867723,,,,,
Imu,24,888000000,,,,,,0.0,0.0,0.0,1.0,0.0428688805260956,0.0170084627256616,9.813306387314718,,,,,
